No module named MySQLdb
         264835017 function calls (263963921 primitive calls) in 556.924 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 precision.py:8(<module>)
       12    0.000    0.000    0.000    0.000 utils.py:108(__call__)
        1    0.000    0.000    0.000    0.000 _nexml.py:11152(ContinuousMatrixSeqRow)
        1    0.000    0.000    0.000    0.000 ascii.py:8(<module>)
        1    0.000    0.000    0.001    0.001 TreeUtils.py:212(reset_node_name)
       40    0.000    0.000    0.002    0.000 core.py:109(get_object_signature)
       13    0.000    0.000    0.009    0.001 distributions.py:6351(__init__)
       45    0.000    0.000    0.001    0.000 sre_parse.py:178(__init__)
        1    0.000    0.000    0.000    0.000 _nexml.py:3208(RestrictionFormat)
       51    0.000    0.000    0.001    0.000 {all}
      252    0.000    0.000    0.000    0.000 sre_parse.py:134(__setitem__)
        1    0.000    0.000    0.000    0.000 codemlparser.py:40(<module>)
        1    0.000    0.000    0.000    0.000 ClusteringUtils.py:3(<module>)
        1    0.000    0.000    0.000    0.000 text_arraytable.py:1(<module>)
       68    0.000    0.000    0.000    0.000 six.py:139(__init__)
       40    0.000    0.000    0.001    0.000 _inspect.py:120(getargspec)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 anneal.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:4(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        2    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _elementpath.py:56(<module>)
       83    0.000    0.000    0.000    0.000 sre_parse.py:72(opengroup)
      119    0.000    0.000    0.000    0.000 opcode.py:27(def_op)
        1    0.000    0.000    0.000    0.000 getopt.py:15(<module>)
       41    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:311(prep_simple)
        8    0.000    0.000    0.000    0.000 decorator.py:69(__init__)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
       30    0.000    0.000    0.000    0.000 numerictypes.py:450(_add_array_type)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
       10    0.000    0.000    0.000    0.000 utils.py:152(deprecate)
        5    0.000    0.000    0.000    0.000 {sorted}
       74    0.000    0.000    0.000    0.000 _inspect.py:152(strseq)
        1    0.000    0.000    0.000    0.000 typeconv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2572(MaskedArray)
        1    0.000    0.000    0.000    0.000 interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:288(_add_types)
        3    0.000    0.000    0.000    0.000 __init__.py:493(PYFUNCTYPE)
       83    0.000    0.000    0.000    0.000 sre_parse.py:83(closegroup)
       21    0.000    0.000    0.000    0.000 numerictypes.py:219(_evalname)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:345(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 tempfile.py:18(<module>)
        1    0.000    0.000    0.002    0.002 util.py:1(<module>)
       45    0.000    0.000    0.083    0.002 re.py:188(compile)
        1    0.000    0.000    0.000    0.000 hmac.py:4(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1668(chararray)
        1    0.000    0.000    0.000    0.000 numerictypes.py:787(_construct_lookups)
       53    0.000    0.000    0.000    0.000 {repr}
    73/61    0.000    0.000    0.001    0.000 {issubclass}
        2    0.000    0.000    0.053    0.027 TreeUtils.py:253(newick_preprocessing)
       18    0.000    0.000    0.000    0.000 core.py:902(__init__)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
        8    0.000    0.000    0.001    0.000 decorator.py:138(make)
       35    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 lil.py:2(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:40(<module>)
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
      218    0.000    0.000    0.000    0.000 inspect.py:142(isfunction)
        1    0.000    0.000    0.212    0.212 _umfpack.py:11(<module>)
      401    0.000    0.000    0.001    0.000 tree.py:602(iter_leaf_names)
        1    0.000    0.000    0.000    0.000 tree.py:97(TreeNode)
      211    0.000    0.000    0.000    0.000 inspect.py:67(ismethod)
      211    0.000    0.000    0.000    0.000 <string>:8(__new__)
        1    0.000    0.000    0.000    0.000 TreeUtils.py:218(label_internal_node)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
       45    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
        1    0.000    0.000    0.000    0.000 optimize.py:1667(Brent)
       78    0.000    0.000    0.000    0.000 model.py:336(<lambda>)
       11    0.000    0.000    0.000    0.000 {eval}
        1    0.000    0.000    0.000    0.000 heapq.py:31(<module>)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:2(<module>)
        1    0.000    0.000    0.000    0.000 svg_colors.py:40(<module>)
       51    0.000    0.000    0.000    0.000 collections.py:353(<genexpr>)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:3(<module>)
       11    0.000    0.000    0.040    0.004 getlimits.py:93(__new__)
      109    0.000    0.000    0.000    0.000 six.py:82(__init__)
        9    0.000    0.000    0.000    0.000 {zip}
       13    0.000    0.000    0.007    0.001 distributions.py:6451(_construct_doc)
        1    0.000    0.000    0.000    0.000 matfuncs.py:3(<module>)
        1    0.000    0.000    0.000    0.000 mstats_basic.py:6(<module>)
        1    0.000    0.000    0.001    0.001 TreeClass.py:416(get_leaf_species)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
       51    0.000    0.000    0.000    0.000 collections.py:355(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:55(spmatrix)
       76    0.000    0.000    0.000    0.000 {sys._getframe}
       51    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        8    0.000    0.000    0.000    0.000 nonlin.py:222(_set_doc)
       78    0.000    0.000    0.000    0.000 evoltree.py:253(<lambda>)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
      338    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:349(__init__)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 control.py:40(<module>)
        1    0.000    0.000    0.212    0.212 _umfpack.py:13(swig_import_helper)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
       72    0.000    0.000    0.000    0.000 numerictypes.py:130(english_lower)
       41    0.000    0.000    0.000    0.000 six.py:95(__init__)
        1    0.000    0.000    0.000    0.000 quadrature.py:1(<module>)
        6    0.000    0.000    0.013    0.002 string.py:148(substitute)
      211    0.000    0.000    0.000    0.000 inspect.py:209(iscode)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 ufuncs.py:1(<module>)
       24    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
        1    0.000    0.000    0.000    0.000 evoltree.py:99(EvolNode)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:1191(Taxonomy)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lobpcg.py:11(<module>)
        1    0.000    0.000    0.000    0.000 arraysetops.py:26(<module>)
        1    0.000    0.000    0.000    0.000 umfpack.py:46(updateDictWithVars)
        1    0.000    0.000    0.000    0.000 phylip.py:1(<module>)
        3    0.000    0.000    0.002    0.001 warnings.py:45(filterwarnings)
        1    0.000    0.000    0.000    0.000 sputils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
        1    0.000    0.000    0.000    0.000 numerictypes.py:458(_set_array_types)
       13    0.000    0.000    0.000    0.000 typeconv.py:24(convtypecode)
       52    0.000    0.000    0.000    0.000 abc.py:89(<genexpr>)
       13    0.000    0.000    0.000    0.000 functions.py:63(zeros)
       40    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
       23    0.000    0.000    0.002    0.000 core.py:5992(__init__)
      113    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'close' of 'file' objects}
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:56(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:71(search_function)
        1    0.000    0.000    0.042    0.042 csgraph.py:11(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:4853(AbstractTree)
       91    0.000    0.000    0.000    0.000 {_sre.getlower}
        8    0.000    0.000    0.001    0.000 decorator.py:189(decorator)
        1    0.000    0.000    0.000    0.000 faces.py:143(Face)
       12    0.000    0.000    0.001    0.000 abc.py:105(register)
        5    0.000    0.000    0.000    0.000 precision.py:20(_get_precisions)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
        1    0.000    0.000    0.000    0.000 faces.py:1948(SequenceFace)
        6    0.000    0.000    0.000    0.000 six.py:124(__init__)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        2    0.000    0.000    0.040    0.020 getlimits.py:126(_init)
        1    0.000    0.000    0.000    0.000 rfc822.py:71(<module>)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
       43    0.000    0.000    0.000    0.000 _inspect.py:163(<lambda>)
       25    0.000    0.000    0.000    0.000 evoltree.py:250(<lambda>)
       51    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 distributions.py:4539(logistic_gen)
        1    0.000    0.000    0.000    0.000 info.py:84(<module>)
        9    0.000    0.000    0.001    0.000 extras.py:245(getdoc)
        6    0.000    0.000    0.000    0.000 inspect.py:845(formatargspec)
        1    0.000    0.000    0.000    0.000 numerictypes.py:435(_construct_char_code_lookup)
      404    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.001    0.001 tree.py:612(get_leaf_names)
        1    0.000    0.000    0.000    0.000 spoverlap.py:1(<module>)
        2    0.000    0.000    0.000    0.000 getlimits.py:244(__init__)
      156    0.000    0.000    0.000    0.000 {cmp}
        1    0.000    0.000    0.000    0.000 case.py:133(TestCase)
        1    0.000    0.000    0.000    0.000 {_warnings.warn}
      196    0.000    0.000    0.000    0.000 distributions.py:604(<lambda>)
        1    0.000    0.000    0.056    0.056 csr.py:13(swig_import_helper)
       23    0.000    0.000    0.000    0.000 precision.py:36(_lookup)
        1    0.000    0.000    0.000    0.000 evolevents.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        8    0.000    0.000    0.000    0.000 core.py:7204(getdoc)
        8    0.000    0.000    0.001    0.000 decorator.py:167(create)
        1    0.000    0.000    0.000    0.000 pickle.py:827(Unpickler)
        6    0.000    0.000    0.000    0.000 core.py:1052(__init__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:6(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:386(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
       10    0.000    0.000    0.000    0.000 getlimits.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 FixTk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tukeylambda_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:7(Polynomial)
        1    0.000    0.000    0.000    0.000 paml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 slrparser.py:40(<module>)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
       18    0.000    0.000    0.000    0.000 {_struct.calcsize}
       24    0.000    0.000    0.000    0.000 _weakrefset.py:83(add)
        1    0.000    0.000    0.000    0.000 phylotree.py:248(PhyloNode)
        1    0.000    0.000    0.056    0.056 csr.py:11(<module>)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        1    0.000    0.000    0.069    0.069 csc.py:11(<module>)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        4    0.000    0.000    0.000    0.000 functools.py:17(update_wrapper)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
       12    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:16(<module>)
       40    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        4    0.000    0.000    0.000    0.000 sre_parse.py:216(isname)
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.091    0.091 bsr.py:11(<module>)
        1    0.000    0.000    0.042    0.042 csgraph.py:13(swig_import_helper)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:206(matrix)
        1    0.000    0.000    0.000    0.000 polytemplate.py:11(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:7(Hermite)
        1    0.000    0.000    0.000    0.000 <string>:7(Laguerre)
        1    0.000    0.000    0.040    0.040 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:7(Chebyshev)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
       31    0.000    0.000    0.000    0.000 _inspect.py:39(iscode)
        4    0.000    0.000    0.000    0.000 core.py:92(doc_note)
        1    0.000    0.000    0.000    0.000 mstats_extras.py:8(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:7(Legendre)
       40    0.000    0.000    0.000    0.000 numerictypes.py:157(english_upper)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.018    0.018 coo.py:11(<module>)
        1    0.000    0.000    0.000    0.000 <string>:7(HermiteE)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        6    0.000    0.000    0.000    0.000 numeric.py:2320(seterr)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        4    0.000    0.000    0.000    0.000 numerictypes.py:610(obj2sctype)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:34(<module>)
        2    0.000    0.000    0.000    0.000 getlimits.py:269(max)
        8    0.000    0.000    0.000    0.000 core.py:7199(__init__)
        1    0.000    0.000    0.000    0.000 info.py:147(<module>)
        1    0.000    0.000    0.000    0.000 new.py:5(<module>)
        3    0.000    0.000    0.000    0.000 {open}
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        3    0.000    0.000    0.000    0.000 six.py:85(__get__)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
        1    0.000    0.000    0.000    0.000 lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nexml_tree.py:53(NexmlTree)
        1    0.000    0.000    0.000    0.000 socket.py:179(_socketobject)
        1    0.000    0.000    0.000    0.000 _nexml.py:10323(DNAStates)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:14798(RNAPolymorphicStateSet)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        1    0.000    0.000    0.009    0.009 dia.py:11(<module>)
       51    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        7    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
        1    0.000    0.000    0.000    0.000 _phyloxml_tree.py:54(PhyloxmlTree)
        1    0.000    0.000    0.000    0.000 _nexml.py:7096(ContinuousChar)
        1    0.000    0.000    0.000    0.000 {filter}
        1    0.000    0.000    0.000    0.000 _nexml.py:115(GeneratedsSuper)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _support.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:466(StringConverter)
        1    0.000    0.000    0.000    0.000 numpytest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:1811(DomainArchitecture)
       14    0.000    0.000    0.000    0.000 numerictypes.py:184(english_capitalize)
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:473(Phylogeny)
        8    0.000    0.000    0.000    0.000 decorator.py:126(update)
        1    0.000    0.000    0.000    0.000 _internal.py:224(_ctypes)
        1    0.000    0.000    0.000    0.000 _components.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:1414(Sequence)
        1    0.000    0.000    0.000    0.000 <string>:1(SplitResult)
        1    0.000    0.000    0.000    0.000 _nexml.py:11946(StandardMatrixObsRow)
        1    0.000    0.000    0.000    0.000 array_printer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        9    0.000    0.000    0.001    0.000 extras.py:241(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
        1    0.000    0.000    0.000    0.000 polynomial.py:930(poly1d)
        6    0.000    0.000    0.000    0.000 numeric.py:2416(geterr)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
       12    0.000    0.000    0.000    0.000 utils.py:103(__init__)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:783(Clade)
       19    0.000    0.000    0.000    0.000 tokenize.py:45(group)
       50    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 _nexml.py:536(ResourceMeta)
        1    0.000    0.000    0.000    0.000 _nexml.py:3696(DNAObsMatrix)
        9    0.000    0.000    0.000    0.000 core.py:2428(__init__)
        1    0.000    0.000    0.000    0.000 _nexml.py:7539(IntNetwork)
        9    0.000    0.000    0.000    0.000 core.py:2434(getdoc)
        1    0.000    0.000    0.000    0.000 _nexml.py:9785(AAStates)
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
        1    0.000    0.000    0.000    0.000 _internal.py:196(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:3468(Date)
       81    0.000    0.000    0.000    0.000 {globals}
        1    0.000    0.000    0.000    0.000 _phyloxml.py:1906(ProteinDomain)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:3127(Distribution)
        3    0.000    0.000    0.000    0.000 index_tricks.py:231(__init__)
        1    0.000    0.000    0.000    0.000 _nexml.py:2289(StandardObsMatrix)
        1    0.000    0.000    0.000    0.000 <string>:1(ModuleInfo)
       15    0.000    0.000    0.000    0.000 sre_compile.py:51(fixup)
        1    0.000    0.000    0.000    0.000 _nexml.py:13286(DNAMatrixObsRow)
        1    0.000    0.000    0.000    0.000 _binned_statistic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:8543(StandardStates)
        1    0.000    0.000    0.000    0.000 _nexml.py:14545(RnaCells)
        1    0.000    0.000    0.000    0.000 gzip.py:36(GzipFile)
        1    0.000    0.000    0.000    0.000 _nexml.py:15433(AAPolymorphicStateSet)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        1    0.000    0.000    0.000    0.000 _nexml.py:5245(IntTree)
        1    0.000    0.000    0.000    0.000 _datasource.py:150(DataSource)
       51    0.000    0.000    0.000    0.000 inspect.py:838(strseq)
        4    0.000    0.000    0.000    0.000 warnings.py:318(__init__)
        1    0.000    0.000    0.000    0.000 phylotree.py:318(__init__)
        1    0.000    0.000    0.000    0.000 _nexml.py:9987(AAChar)
       51    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 layouts.py:1(<module>)
       13    0.000    0.000    0.000    0.000 dual.py:52(register_func)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:2541(Annotation)
        1    0.000    0.000    0.000    0.000 _nexml.py:4520(AbstractTrees)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        4    0.000    0.000    0.000    0.000 polynomial.py:1035(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgSpec)
        1    0.000    0.000    0.000    0.000 _nexml.py:9311(RestrictionChar)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:2182(BinaryCharacters)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgInfo)
        1    0.000    0.000    0.000    0.000 _nexml.py:12094(StandardMatrixSeqRow)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.000    0.000    0.000    0.000 _nexml.py:13074(AAMatrixSeqRow)
        1    0.000    0.000    0.000    0.000 _nexml.py:5140(AbstractEdge)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:2732(Property)
        2    0.000    0.000    0.040    0.020 machar.py:97(__init__)
        1    0.000    0.000    0.000    0.000 _nexml.py:2397(StandardSeqMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:4686(AbstractNetwork)
        1    0.000    0.000    0.000    0.000 <string>:1(Arguments)
        1    0.000    0.000    0.000    0.000 _iotools.py:246(NameValidator)
        1    0.000    0.000    0.000    0.000 rfc822.py:85(Message)
        1    0.000    0.000    0.000    0.000 _nexml.py:1995(ContinuousSeqMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:2749(RNASeqMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:12302(RNAMatrixObsRow)
        1    0.000    0.000    0.000    0.000 urlparse.py:73(ResultMixin)
        1    0.000    0.000    0.000    0.000 _nexml.py:6811(AbstractStates)
        1    0.000    0.000    0.000    0.000 _nexml.py:7463(TaxonLinked)
        1    0.000    0.000    0.000    0.000 _nexml.py:1887(ContinuousObsMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:3344(AAObsMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:9031(RNAStates)
        1    0.000    0.000    0.000    0.000 _nexml.py:8745(StandardState)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:3252(Point)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:3713(SequenceRelation)
        1    0.000    0.000    0.000    0.000 _nexml.py:6071(StandardObs)
        1    0.000    0.000    0.000    0.000 _nexml.py:12451(RNAMatrixSeqRow)
       16    0.000    0.000    0.000    0.000 _weakrefset.py:70(__contains__)
        1    0.000    0.000    0.018    0.018 coo.py:13(swig_import_helper)
        1    0.000    0.000    0.000    0.000 _nexml.py:3452(AASeqMatrix)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _nexml.py:5436(FloatTree)
        1    0.000    0.000    0.000    0.000 _nexml.py:12663(RestrictionMatrixObsRow)
       24    0.000    0.000    0.000    0.000 sre_parse.py:210(isident)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:2036(Events)
        1    0.000    0.000    0.000    0.000 _nexml.py:665(LiteralMeta)
        1    0.000    0.000    0.000    0.000 _nexml.py:9480(RestrictionStates)
        1    0.000    0.000    0.069    0.069 csc.py:13(swig_import_helper)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:3838(CladeRelation)
        1    0.000    0.000    0.000    0.000 _nexml.py:10691(AbstractObsRow)
        4    0.000    0.000    0.000    0.000 function_base.py:1211(trim_zeros)
       26    0.000    0.000    0.000    0.000 control.py:275(<lambda>)
        1    0.000    0.000    0.000    0.000 _nexml.py:1717(AbstractFormat)
        4    0.000    0.000    0.000    0.000 warnings.py:339(__enter__)
        1    0.000    0.000    0.000    0.000 _nexml.py:2505(StandardFormat)
        1    0.000    0.000    0.000    0.000 _nexml.py:1461(AbstractObsMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:12925(AAMatrixObsRow)
        2    0.000    0.000    0.000    0.000 warnings.py:74(simplefilter)
        8    0.000    0.000    0.000    0.000 decorator.py:47(__init__)
        1    0.000    0.000    0.000    0.000 _nexml.py:11003(ContinuousMatrixObsRow)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 precision.py:26(_fill_table)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:8862(RNAChar)
        1    0.000    0.000    0.000    0.000 _nexml.py:6439(AAObs)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
        1    0.000    0.000    0.000    0.000 _nexml.py:6193(RNAObs)
        1    0.000    0.000    0.000    0.000 _nexml.py:11602(CharSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:4141(ContinuousObs)
        1    0.000    0.000    0.000    0.000 _nexml.py:15812(DNAPolymorphicStateSet)
        1    0.000    0.000    0.000    0.000 index_tricks.py:434(__init__)
        1    0.000    0.000    0.000    0.000 _nexml.py:6685(AbstractChar)
        1    0.000    0.000    0.000    0.000 _nexml.py:13928(ContinuousCells)
        1    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 _nexml.py:393(Base)
        1    0.000    0.000    0.000    0.000 _nexml.py:14925(RestrictionCells)
        1    0.000    0.000    0.000    0.000 TreeClass.py:17(TreeClass)
        1    0.000    0.000    0.000    0.000 _nexml.py:7809(NetworkIntEdge)
        1    0.000    0.000    0.000    0.000 _nexml.py:15179(ProteinCells)
        1    0.000    0.000    0.000    0.000 _nexml.py:13435(DNAMatrixSeqRow)
        1    0.000    0.000    0.000    0.000 _nexml.py:5627(TreeIntRootEdge)
        1    0.000    0.000    0.009    0.009 dia.py:13(swig_import_helper)
        1    0.000    0.000    0.000    0.000 arraytable.py:53(ArrayTable)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:9707(AAState)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:2386(BinaryCharacterList)
        1    0.000    0.000    0.000    0.000 _nexml.py:13648(AbstractCells)
        1    0.000    0.000    0.000    0.000 _nexml.py:11264(NodeAndRootEdgeAndEdgeSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:1159(Annotated)
        1    0.000    0.000    0.000    0.000 _nexml.py:14436(StandardPolymorphicStateSet)
        2    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:1045(RNAMapping)
       29    0.000    0.000    0.000    0.000 control.py:276(<lambda>)
        1    0.000    0.000    0.000    0.000 nosetester.py:88(NoseTester)
        1    0.000    0.000    0.000    0.000 _nexml.py:931(DNAMapping)
        1    0.000    0.000    0.000    0.000 _nexml.py:15559(DnaCells)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:2641(RNAObsMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:14182(StandardCells)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
