No module named MySQLdb
         265001657 function calls (264134123 primitive calls) in 589.767 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      682    0.000    0.000    0.000    0.000 {ord}
      218    0.000    0.000    0.000    0.000 inspect.py:142(isfunction)
      639    0.000    0.000    0.000    0.000 sre_compile.py:24(_identityfunction)
        1    0.000    0.000    0.001    0.001 tree.py:612(get_leaf_names)
        1    0.000    0.000    0.000    0.000 _nexml_tree.py:40(<module>)
       90    0.000    0.000    0.000    0.000 sre_compile.py:472(isstring)
        1    0.000    0.000    0.000    0.000 nonlin.py:904(BroydenFirst)
        1    0.000    0.000    0.001    0.001 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 umfpack.py:46(updateDictWithVars)
        1    0.000    0.000    0.000    0.000 functions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        7    0.000    0.000    0.000    0.000 {imp.find_module}
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
        1    0.000    0.000    0.003    0.003 special_matrices.py:1(<module>)
       27    0.000    0.000    0.000    0.000 core.py:822(__init__)
       23    0.000    0.000    0.000    0.000 core.py:5997(getdoc)
        1    0.000    0.000    0.000    0.000 base.py:55(spmatrix)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:5849(TreeFloatRootEdge)
        1    0.000    0.000    0.000    0.000 ssl.py:56(<module>)
       10    0.000    0.000    0.000    0.000 utils.py:152(deprecate)
        1    0.000    0.000    0.000    0.000 _nexml.py:8374(StandardChar)
      404    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:78(CFUNCTYPE)
        1    0.000    0.000    0.001    0.001 _umfpack.py:11(<module>)
       83    0.000    0.000    0.000    0.000 sre_parse.py:72(opengroup)
       40    0.000    0.000    0.001    0.000 core.py:109(get_object_signature)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:147(_check_size)
        5    0.000    0.000    0.000    0.000 {sorted}
        2    0.000    0.000    0.000    0.000 {method 'read' of 'file' objects}
        2    0.000    0.000    0.036    0.018 getlimits.py:126(_init)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
       45    0.000    0.000    0.000    0.000 sre_parse.py:178(__init__)
        1    0.000    0.000    0.000    0.000 misc.py:3(<module>)
       11    0.000    0.000    0.036    0.003 getlimits.py:93(__new__)
        1    0.000    0.000    0.000    0.000 reconciliation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distributions.py:5783(tukeylambda_gen)
       10    0.000    0.000    0.000    0.000 getlimits.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 _nexml.py:3208(RestrictionFormat)
        2    0.000    0.000    0.000    0.000 _util.py:1(<module>)
      196    0.000    0.000    0.000    0.000 distributions.py:604(<lambda>)
        1    0.000    0.000    0.000    0.000 _nexml.py:848(AbstractMapping)
       40    0.000    0.000    0.000    0.000 _inspect.py:120(getargspec)
      252    0.000    0.000    0.000    0.000 sre_parse.py:134(__setitem__)
        2    0.000    0.000    0.000    0.000 TreeUtils.py:253(newick_preprocessing)
        1    0.000    0.000    0.000    0.000 _endian.py:4(<module>)
       68    0.000    0.000    0.000    0.000 six.py:139(__init__)
        1    0.000    0.000    0.000    0.000 matfuncs.py:3(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
        6    0.000    0.000    0.000    0.000 inspect.py:845(formatargspec)
       45    0.000    0.000    0.022    0.000 re.py:188(compile)
       51    0.000    0.000    0.000    0.000 {all}
        1    0.000    0.000    0.000    0.000 precision.py:8(<module>)
        1    0.000    0.000    0.000    0.000 fasta.py:1(<module>)
       35    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        8    0.000    0.000    0.001    0.000 decorator.py:189(decorator)
       52    0.000    0.000    0.000    0.000 abc.py:89(<genexpr>)
        1    0.000    0.000    0.000    0.000 ascii.py:8(<module>)
        8    0.000    0.000    0.001    0.000 decorator.py:167(create)
        1    0.000    0.000    0.000    0.000 quadrature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mstats_basic.py:6(<module>)
    73/61    0.000    0.000    0.000    0.000 {issubclass}
        1    0.000    0.000    0.000    0.000 tempfile.py:18(<module>)
       83    0.000    0.000    0.000    0.000 sre_parse.py:83(closegroup)
        1    0.000    0.000    0.000    0.000 numerictypes.py:288(_add_types)
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _phyloxml_tree.py:40(<module>)
       30    0.000    0.000    0.000    0.000 numerictypes.py:450(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:345(_add_integer_aliases)
        8    0.000    0.000    0.000    0.000 decorator.py:126(update)
        1    0.000    0.000    0.000    0.000 core.py:2572(MaskedArray)
        1    0.000    0.000    0.000    0.000 sputils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 evoltree.py:99(EvolNode)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:1717(AbstractFormat)
        3    0.000    0.000    0.000    0.000 __init__.py:493(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 numerictypes.py:787(_construct_lookups)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {open}
       78    0.000    0.000    0.000    0.000 evoltree.py:253(<lambda>)
       12    0.000    0.000    0.000    0.000 abc.py:105(register)
       21    0.000    0.000    0.000    0.000 numerictypes.py:219(_evalname)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:179(_socketobject)
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csr.py:13(swig_import_helper)
        1    0.000    0.000    0.000    0.000 codemlparser.py:40(<module>)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
       53    0.000    0.000    0.000    0.000 {repr}
       24    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
        1    0.000    0.000    0.001    0.001 _umfpack.py:13(swig_import_helper)
       51    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 tree.py:97(TreeNode)
        1    0.000    0.000    0.000    0.000 typeconv.py:1(<module>)
       45    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
      338    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       18    0.000    0.000    0.000    0.000 core.py:902(__init__)
       74    0.000    0.000    0.000    0.000 _inspect.py:152(strseq)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
       76    0.000    0.000    0.000    0.000 {sys._getframe}
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:6(<module>)
      119    0.000    0.000    0.000    0.000 opcode.py:27(def_op)
        1    0.000    0.000    0.000    0.000 csr.py:11(<module>)
       51    0.000    0.000    0.000    0.000 inspect.py:838(strseq)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:2(<module>)
        8    0.000    0.000    0.000    0.000 nonlin.py:222(_set_doc)
        1    0.000    0.000    0.001    0.001 _elementpath.py:56(<module>)
        1    0.000    0.000    0.000    0.000 codecs.py:77(__new__)
       25    0.000    0.000    0.000    0.000 evoltree.py:250(<lambda>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:40(<module>)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lobpcg.py:11(<module>)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
        1    0.000    0.000    0.000    0.000 extras.py:224(_fromnxfunction)
       78    0.000    0.000    0.000    0.000 model.py:336(<lambda>)
        1    0.000    0.000    0.000    0.000 case.py:133(TestCase)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
        1    0.000    0.000    0.036    0.036 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        1    0.000    0.000    0.000    0.000 getopt.py:15(<module>)
       51    0.000    0.000    0.000    0.000 collections.py:353(<genexpr>)
      109    0.000    0.000    0.000    0.000 six.py:82(__init__)
       91    0.000    0.000    0.000    0.000 {_sre.getlower}
        1    0.000    0.000    0.000    0.000 svg_colors.py:40(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1668(chararray)
        1    0.000    0.000    0.000    0.000 __init__.py:349(__init__)
        1    0.000    0.000    0.001    0.001 util.py:1(<module>)
        4    0.000    0.000    0.000    0.000 polynomial.py:1035(__init__)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:827(Unpickler)
       41    0.000    0.000    0.000    0.000 six.py:95(__init__)
       40    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
        6    0.000    0.000    0.003    0.001 string.py:148(substitute)
        1    0.000    0.000    0.000    0.000 text_arraytable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 control.py:40(<module>)
       72    0.000    0.000    0.000    0.000 numerictypes.py:130(english_lower)
       51    0.000    0.000    0.000    0.000 collections.py:355(<genexpr>)
      113    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       51    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        3    0.000    0.000    0.001    0.000 warnings.py:45(filterwarnings)
        5    0.000    0.000    0.000    0.000 precision.py:20(_get_precisions)
       51    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 numerictypes.py:610(obj2sctype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:458(_set_array_types)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
       12    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
       23    0.000    0.000    0.000    0.000 core.py:5992(__init__)
       13    0.000    0.000    0.000    0.000 typeconv.py:24(convtypecode)
        2    0.000    0.000    0.036    0.018 machar.py:97(__init__)
        7    0.000    0.000    0.000    0.000 {method 'close' of 'file' objects}
        1    0.000    0.000    0.000    0.000 FixTk.py:1(<module>)
       23    0.000    0.000    0.000    0.000 precision.py:36(_lookup)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
       13    0.000    0.000    0.000    0.000 functions.py:63(zeros)
        1    0.000    0.000    0.000    0.000 distributions.py:830(rv_continuous)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        6    0.000    0.000    0.000    0.000 numeric.py:2416(geterr)
       18    0.000    0.000    0.000    0.000 data.py:82(_create_method)
       13    0.000    0.000    0.000    0.000 dual.py:52(register_func)
       24    0.000    0.000    0.000    0.000 _weakrefset.py:83(add)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 {_warnings.warn}
        1    0.000    0.000    0.000    0.000 faces.py:1948(SequenceFace)
        1    0.000    0.000    0.000    0.000 rfc822.py:71(<module>)
        1    0.000    0.000    0.000    0.000 {posix.urandom}
      156    0.000    0.000    0.000    0.000 {cmp}
        1    0.000    0.000    0.000    0.000 _tukeylambda_stats.py:1(<module>)
       40    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        9    0.000    0.000    0.000    0.000 extras.py:245(getdoc)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        8    0.000    0.000    0.000    0.000 core.py:7204(getdoc)
        6    0.000    0.000    0.000    0.000 numeric.py:2320(seterr)
        1    0.000    0.000    0.000    0.000 TreeClass.py:17(TreeClass)
        1    0.000    0.000    0.000    0.000 mstats_extras.py:8(<module>)
       12    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 defmatrix.py:206(matrix)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:473(Phylogeny)
        1    0.000    0.000    0.000    0.000 ufuncs.py:1(<module>)
        8    0.000    0.000    0.000    0.000 decorator.py:47(__init__)
        2    0.000    0.000    0.000    0.000 getlimits.py:244(__init__)
       31    0.000    0.000    0.000    0.000 _inspect.py:39(iscode)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:16(<module>)
       43    0.000    0.000    0.000    0.000 _inspect.py:163(<lambda>)
        7    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
        1    0.000    0.000    0.000    0.000 <string>:7(Polynomial)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:1414(Sequence)
        1    0.000    0.000    0.000    0.000 _iotools.py:466(StringConverter)
        1    0.000    0.000    0.000    0.000 random.py:100(seed)
        1    0.000    0.000    0.000    0.000 numerictypes.py:386(_set_up_aliases)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        6    0.000    0.000    0.000    0.000 six.py:124(__init__)
        4    0.000    0.000    0.000    0.000 function_base.py:1211(trim_zeros)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
       24    0.000    0.000    0.000    0.000 getlimits.py:13(_frz)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:783(Clade)
        1    0.000    0.000    0.000    0.000 bsr.py:11(<module>)
        6    0.000    0.000    0.000    0.000 core.py:1052(__init__)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
        4    0.000    0.000    0.000    0.000 functools.py:17(update_wrapper)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
       14    0.000    0.000    0.000    0.000 numerictypes.py:184(english_capitalize)
       15    0.000    0.000    0.000    0.000 sre_compile.py:51(fixup)
        1    0.000    0.000    0.000    0.000 new.py:5(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
       12    0.000    0.000    0.000    0.000 getlimits.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 clustertree.py:51(ClusterNode)
        1    0.000    0.000    0.000    0.000 arraysetops.py:26(<module>)
       12    0.000    0.000    0.000    0.000 utils.py:103(__init__)
        1    0.000    0.000    0.000    0.000 _nexml.py:14798(RNAPolymorphicStateSet)
        1    0.000    0.000    0.000    0.000 <string>:7(Laguerre)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:7(Chebyshev)
        6    0.000    0.000    0.000    0.000 hashlib.py:94(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:11(<module>)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
       16    0.000    0.000    0.000    0.000 _weakrefset.py:70(__contains__)
        1    0.000    0.000    0.000    0.000 polynomial.py:930(poly1d)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:435(_construct_char_code_lookup)
       40    0.000    0.000    0.000    0.000 numerictypes.py:157(english_upper)
        1    0.000    0.000    0.000    0.000 Image.py:447(Image)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
       18    0.000    0.000    0.000    0.000 {_struct.calcsize}
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:1887(ContinuousObsMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:115(GeneratedsSuper)
        1    0.000    0.000    0.000    0.000 coo.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:3127(Distribution)
        4    0.000    0.000    0.000    0.000 sre_parse.py:216(isname)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:7(HermiteE)
        1    0.000    0.000    0.000    0.000 {function seed at 0x7f4650dbd758}
        1    0.000    0.000    0.000    0.000 _iotools.py:246(NameValidator)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        2    0.000    0.000    0.000    0.000 getlimits.py:269(max)
        4    0.000    0.000    0.000    0.000 shape_base.py:8(atleast_1d)
        1    0.000    0.000    0.000    0.000 _components.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:7(Legendre)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:6811(AbstractStates)
        3    0.000    0.000    0.000    0.000 numeric.py:2701(__init__)
        3    0.000    0.000    0.000    0.000 six.py:85(__get__)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:1191(Taxonomy)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
        9    0.000    0.000    0.000    0.000 extras.py:241(__init__)
        2    0.000    0.000    0.000    0.000 warnings.py:74(simplefilter)
        1    0.000    0.000    0.000    0.000 <string>:7(Hermite)
        1    0.000    0.000    0.000    0.000 dia.py:13(swig_import_helper)
        1    0.000    0.000    0.000    0.000 posixpath.py:336(normpath)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        3    0.000    0.000    0.000    0.000 doccer.py:116(_doc)
        1    0.000    0.000    0.000    0.000 {math.exp}
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _support.py:1(<module>)
        8    0.000    0.000    0.000    0.000 core.py:7199(__init__)
       14    0.000    0.000    0.000    0.000 {numpy.core.umath.geterrobj}
        1    0.000    0.000    0.000    0.000 csgraph.py:13(swig_import_helper)
        1    0.000    0.000    0.000    0.000 coo.py:13(swig_import_helper)
        5    0.000    0.000    0.000    0.000 iterative.py:70(combine)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
       12    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        1    0.000    0.000    0.000    0.000 contingency.py:2(<module>)
        3    0.000    0.000    0.000    0.000 index_tricks.py:231(__init__)
        1    0.000    0.000    0.000    0.000 csgraph.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:4520(AbstractTrees)
        1    0.000    0.000    0.000    0.000 _nexml.py:8543(StandardStates)
       37    0.000    0.000    0.000    0.000 abc.py:15(abstractmethod)
        2    0.000    0.000    0.000    0.000 posixpath.py:68(join)
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
        3    0.000    0.000    0.000    0.000 {math.log}
        1    0.000    0.000    0.000    0.000 _internal.py:224(_ctypes)
       19    0.000    0.000    0.000    0.000 __init__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 _nexml.py:15433(AAPolymorphicStateSet)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:23(lil_matrix)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:1811(DomainArchitecture)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:2732(Property)
       19    0.000    0.000    0.000    0.000 tokenize.py:45(group)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:3468(Date)
       12    0.000    0.000    0.000    0.000 utils.py:87(_set_function_name)
        1    0.000    0.000    0.000    0.000 _nexml_tree.py:53(NexmlTree)
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
        1    0.000    0.000    0.000    0.000 compressed.py:19(_cs_matrix)
        1    0.000    0.000    0.000    0.000 <string>:1(SplitResult)
        9    0.000    0.000    0.000    0.000 core.py:2428(__init__)
        1    0.000    0.000    0.000    0.000 polytemplate.py:11(<module>)
        4    0.000    0.000    0.000    0.000 _util.py:23(__init__)
        1    0.000    0.000    0.000    0.000 _nexml.py:3344(AAObsMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:9031(RNAStates)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
        1    0.000    0.000    0.000    0.000 httplib.py:680(HTTPConnection)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:2036(Events)
       39    0.000    0.000    0.000    0.000 decorator.py:90(<lambda>)
        1    0.000    0.000    0.000    0.000 distributions.py:426(rv_frozen)
        1    0.000    0.000    0.000    0.000 rv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
        9    0.000    0.000    0.000    0.000 core.py:2434(getdoc)
        4    0.000    0.000    0.000    0.000 core.py:92(doc_note)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.000    0.000    0.000    0.000 _nexml.py:9311(RestrictionChar)
        1    0.000    0.000    0.000    0.000 _nexml.py:9785(AAStates)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 collections.py:26(OrderedDict)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:1995(ContinuousSeqMatrix)
        1    0.000    0.000    0.000    0.000 paml.py:1(<module>)
        2    0.000    0.000    0.000    0.000 getlimits.py:148(<lambda>)
        1    0.000    0.000    0.000    0.000 _nexml.py:13074(AAMatrixSeqRow)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
       12    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 distributions.py:6179(rv_discrete)
        1    0.000    0.000    0.000    0.000 _internal.py:196(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _nexml.py:7096(ContinuousChar)
        4    0.000    0.000    0.000    0.000 warnings.py:318(__init__)
        1    0.000    0.000    0.000    0.000 _nexml.py:536(ResourceMeta)
        1    0.000    0.000    0.000    0.000 {filter}
        1    0.000    0.000    0.000    0.000 phylotree.py:318(__init__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:2182(BinaryCharacters)
        1    0.000    0.000    0.000    0.000 _nexml.py:12302(RNAMatrixObsRow)
        3    0.000    0.000    0.000    0.000 numeric.py:2705(__enter__)
        1    0.000    0.000    0.000    0.000 _nexml.py:3696(DNAObsMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:3452(AASeqMatrix)
        3    0.000    0.000    0.000    0.000 numeric.py:2710(__exit__)
        1    0.000    0.000    0.000    0.000 numpytest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:393(Base)
        1    0.000    0.000    0.000    0.000 _nexml.py:2641(RNAObsMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:13286(DNAMatrixObsRow)
        1    0.000    0.000    0.000    0.000 _binned_statistic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:5047(AbstractRootEdge)
        1    0.000    0.000    0.000    0.000 copy_reg.py:95(_slotnames)
        1    0.000    0.000    0.000    0.000 dia.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:5627(TreeIntRootEdge)
        1    0.000    0.000    0.000    0.000 socket.py:235(_fileobject)
        1    0.000    0.000    0.000    0.000 _nexml.py:14545(RnaCells)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 phylotree.py:248(PhyloNode)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:3252(Point)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:3713(SequenceRelation)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:34(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:7539(IntNetwork)
        1    0.000    0.000    0.000    0.000 _nexml.py:9480(RestrictionStates)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgSpec)
        1    0.000    0.000    0.000    0.000 csc.py:13(swig_import_helper)
        1    0.000    0.000    0.000    0.000 data.py:21(_data_matrix)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:3838(CladeRelation)
        1    0.000    0.000    0.000    0.000 _nexml.py:12094(StandardMatrixSeqRow)
        1    0.000    0.000    0.000    0.000 _nexml.py:4853(AbstractTree)
        1    0.000    0.000    0.000    0.000 _nexml.py:1273(Nexml)
        4    0.000    0.000    0.000    0.000 functools.py:39(wraps)
        1    0.000    0.000    0.000    0.000 _nexml.py:11946(StandardMatrixObsRow)
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
        1    0.000    0.000    0.000    0.000 _nexml.py:8862(RNAChar)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        1    0.000    0.000    0.000    0.000 dok.py:27(dok_matrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:1159(Annotated)
        1    0.000    0.000    0.000    0.000 _phyloxml_tree.py:54(PhyloxmlTree)
        1    0.000    0.000    0.000    0.000 _datasource.py:150(DataSource)
        1    0.000    0.000    0.000    0.000 _nexml.py:4141(ContinuousObs)
        4    0.000    0.000    0.000    0.000 warnings.py:339(__enter__)
        1    0.000    0.000    0.000    0.000 __init__.py:465(Authentication)
        1    0.000    0.000    0.000    0.000 array_printer.py:1(<module>)
       50    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 urllib.py:116(URLopener)
        1    0.000    0.000    0.000    0.000 <string>:1(ModuleInfo)
        1    0.000    0.000    0.000    0.000 _nexml.py:1461(AbstractObsMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:9987(AAChar)
        1    0.000    0.000    0.000    0.000 _nexml.py:12206(StandardUncertainStateSet)
        1    0.000    0.000    0.000    0.000 _nexml.py:15559(DnaCells)
       51    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 _nexml.py:3804(DNASeqMatrix)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        2    0.000    0.000    0.000    0.000 {math.log10}
        1    0.000    0.000    0.000    0.000 _nexml.py:12925(AAMatrixObsRow)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:2541(Annotation)
        1    0.000    0.000    0.000    0.000 _nexml.py:12663(RestrictionMatrixObsRow)
        1    0.000    0.000    0.000    0.000 _nexml.py:2397(StandardSeqMatrix)
        1    0.000    0.000    0.000    0.000 _nexml.py:10323(DNAStates)
        1    0.000    0.000    0.000    0.000 _nexml.py:4686(AbstractNetwork)
        1    0.000    0.000    0.000    0.000 <string>:1(Arguments)
        1    0.000    0.000    0.000    0.000 socks.py:116(socksocket)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgInfo)
        1    0.000    0.000    0.000    0.000 _nexml.py:8745(StandardState)
       24    0.000    0.000    0.000    0.000 sre_parse.py:210(isident)
       30    0.000    0.000    0.000    0.000 decorator.py:52(__iter__)
